OrderID,OrderDate,ShippedDate,Freight,CustomerID,CompanyName,Region,Country,ProductID,Quantity,UnitPrice,UnitsInStock,UnitsOnOrder,Discount
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,45,22,9.5,5,70,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,17,41,39,0,0,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,76,46,18,57,0,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,49,11,20,10,60,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,77,18,13,32,0,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,60,9,34,19,0,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,32,19,32,9,40,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,52,4,7,38,0,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,20,35,81,40,0,0.0
11078,2023-08-29 09:23:46,2023-09-05 01:55:31,72.25,ROMEY,Romero y tomillo,Southern Europe,Spain,59,27,55,79,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,15,29,15.5,39,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,6,34,25,120,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,56,30,38,21,10,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,53,3,32.8,0,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,45,34,9.5,5,70,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,52,42,7,38,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,67,3,14,52,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,60,21,34,19,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,22,17,21,104,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,46,9,12,95,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,8,43,40,6,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,59,1,55,79,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,10,7,31,31,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,25,34,14,76,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,48,6,12.75,15,70,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,40,24,18.4,123,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,58,40,13.25,62,0,0.0
11079,2022-04-04 03:44:42,2022-04-16 01:28:09,112.5,OCEAN,Océano Atlántico Ltda.,South America,Argentina,13,33,6,24,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,4,38,22,53,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,33,47,2.5,112,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,69,10,36,26,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,62,22,49.3,17,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,37,31,26,11,50,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,60,27,34,19,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,22,10,21,104,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,10,35,31,31,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,17,46,39,0,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,29,8,123.79,0,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,7,17,30,15,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,2,36,19,17,40,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,40,34,18.4,123,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,73,45,15,101,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,5,11,21.35,0,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,47,46,9.5,36,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,9,34,97,29,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,20,14,81,40,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,45,32,9.5,5,70,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,61,47,28.5,113,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,54,15,7.45,21,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,53,11,32.8,0,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,67,11,14,52,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,56,29,38,21,10,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,27,2,43.9,49,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,15,16,15.5,39,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,18,18,62.5,42,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,64,11,33.25,22,80,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,75,27,7.75,125,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,25,29,14,76,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,59,22,55,79,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,31,39,12.5,0,70,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,3,3,10,13,70,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,72,32,34.8,14,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,11,2,21,22,30,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,14,26,23.25,35,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,51,50,53,20,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,49,7,20,10,60,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,34,11,14,111,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,26,23,31.23,15,0,0.0
11080,2019-05-04 21:08:02,2019-05-07 20:14:43,265.75,REGGC,Reggiani Caseifici,Southern Europe,Italy,65,49,21.05,76,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,63,37,43.9,24,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,2,13,19,17,40,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,64,6,33.25,22,80,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,72,39,34.8,14,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,34,1,14,111,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,70,7,15,15,10,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,1,38,18,39,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,13,18,6,24,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,38,35,263.5,17,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,76,7,18,57,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,30,33,25.89,10,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,28,44,45.6,26,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,77,2,13,32,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,54,23,7.45,21,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,5,15,21.35,0,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,27,11,43.9,49,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,52,22,7,38,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,45,4,9.5,5,70,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,71,4,21.5,26,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,56,37,38,21,10,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,57,40,19.5,36,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,37,30,26,11,50,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,17,1,39,0,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,22,38,21,104,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,36,15,19,112,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,61,50,28.5,113,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,50,50,16.25,65,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,23,15,9,61,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,66,5,17,4,100,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,32,13,32,9,40,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,3,10,10,13,70,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,29,43,123.79,0,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,49,12,20,10,60,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,67,34,14,52,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,12,45,38,86,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,58,42,13.25,62,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,33,48,2.5,112,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,60,16,34,19,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,8,26,40,6,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,6,19,25,120,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,21,33,10,3,40,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,62,10,49.3,17,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,11,15,21,22,30,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,51,16,53,20,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,74,28,10,4,20,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,53,6,32.8,0,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,68,50,12.5,6,10,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,19,21,9.2,25,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,20,31,81,40,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,40,38,18.4,123,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,48,3,12.75,15,70,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,47,49,9.5,36,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,9,10,97,29,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,59,21,55,79,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,24,12,4.5,20,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,25,37,14,76,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,16,22,17.45,29,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,42,19,14,26,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,41,25,9.65,85,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,18,42,62.5,42,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,75,11,7.75,125,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,10,7,31,31,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,26,10,31.23,15,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,7,8,30,15,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,35,35,18,20,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,55,22,24,115,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,69,42,36,26,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,14,48,23.25,35,0,0.0
11081,2015-06-04 02:03:12,2015-06-13 00:22:16,421.5,PERIC,Pericles Comidas clásicas,Central America,Mexico,73,27,15,101,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,18,44,62.5,42,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,63,29,43.9,24,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,15,9,15.5,39,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,32,8,32,9,40,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,59,31,55,79,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,66,9,17,4,100,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,8,7,40,6,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,76,30,18,57,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,25,38,14,76,0,0.0
11082,2016-04-14 09:53:02,2016-04-30 22:51:14,62.5,SPECD,Spécialités du monde,Western Europe,France,48,5,12.75,15,70,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,2,17,19,17,40,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,76,7,18,57,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,72,12,34.8,14,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,38,28,263.5,17,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,49,24,20,10,60,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,29,22,123.79,0,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,30,22,25.89,10,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,73,35,15,101,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,17,9,39,0,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,5,5,21.35,0,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,58,9,13.25,62,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,60,18,34,19,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,36,3,19,112,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,9,46,97,29,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,75,32,7.75,125,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,54,33,7.45,21,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,41,15,9.65,85,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,44,19,19.45,27,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,19,24,9.2,25,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,61,29,28.5,113,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,21,11,10,3,40,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,63,24,43.9,24,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,18,27,62.5,42,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,52,10,7,38,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,57,16,19.5,36,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,11,27,21,22,30,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,24,25,4.5,20,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,50,32,16.25,65,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,31,37,12.5,0,70,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,67,33,14,52,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,34,21,14,111,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,28,1,45.6,26,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,35,49,18,20,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,51,35,53,20,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,23,33,9,61,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,65,6,21.05,76,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,46,32,12,95,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,26,11,31.23,15,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,62,50,49.3,17,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,59,47,55,79,0,0.0
11083,2014-07-07 01:11:17,2014-07-09 07:43:43,341.5,PARIS,Paris spécialités,Western Europe,France,13,25,6,24,0,0.0
